page,node_id,node_name,path,trigger,action,destination_id,navigation,transition_type,duration_ms,easing,direction,variable_id,variable_expr
🔵 Design System,2445:2801,Button of Nav Heading,Header/Frame 2147224759/Size=Desk/Frame 2147224758/Button of Nav Heading,(legacy),NAVIGATE,2445:2781,,,300.0,EASE_OUT,,,
🔵 Design System,2445:2801,Button of Nav Heading,Header/Frame 2147224759/Size=Desk/Frame 2147224758/Button of Nav Heading,ON_HOVER,NODE,2445:2781,CHANGE_TO,SMART_ANIMATE,300.0,EASE_OUT,,,
🔵 Design System,2531:6521,Button of Nav Heading,Header/Frame 2147224759/Size=Desk/Frame 2147224758/Button of Nav Heading,(legacy),NAVIGATE,2531:6498,,,300.0,EASE_OUT,,,
🔵 Design System,2531:6521,Button of Nav Heading,Header/Frame 2147224759/Size=Desk/Frame 2147224758/Button of Nav Heading,ON_HOVER,NODE,2531:6498,CHANGE_TO,SMART_ANIMATE,300.0,EASE_OUT,,,
🔵 Design System,2445:2808,Button of Nav Heading,Header/Frame 2147224759/Size=Tablet/Frame 2147224758/Button of Nav Heading,(legacy),NAVIGATE,2445:2781,,,300.0,EASE_OUT,,,
🔵 Design System,2445:2808,Button of Nav Heading,Header/Frame 2147224759/Size=Tablet/Frame 2147224758/Button of Nav Heading,ON_HOVER,NODE,2445:2781,CHANGE_TO,SMART_ANIMATE,300.0,EASE_OUT,,,
🔵 Design System,2445:2811,Button of Nav Heading,Header/Frame 2147224759/Size=Tablet/Frame 2147224758/Button of Nav Heading,(legacy),NAVIGATE,2445:2781,,,300.0,EASE_OUT,,,
🔵 Design System,2445:2811,Button of Nav Heading,Header/Frame 2147224759/Size=Tablet/Frame 2147224758/Button of Nav Heading,ON_HOVER,NODE,2445:2781,CHANGE_TO,SMART_ANIMATE,300.0,EASE_OUT,,,
🔵 Design System,2445:2814,Button of Nav Heading,Header/Frame 2147224759/Size=Tablet/Frame 2147224758/Button of Nav Heading,(legacy),NAVIGATE,2445:2781,,,300.0,EASE_OUT,,,
🔵 Design System,2445:2814,Button of Nav Heading,Header/Frame 2147224759/Size=Tablet/Frame 2147224758/Button of Nav Heading,ON_HOVER,NODE,2445:2781,CHANGE_TO,SMART_ANIMATE,300.0,EASE_OUT,,,
🔵 Design System,2531:6542,Button of Nav Heading,Header/Frame 2147224759/Size=Tablet/Frame 2147224758/Button of Nav Heading,(legacy),NAVIGATE,2531:6498,,,300.0,EASE_OUT,,,
🔵 Design System,2531:6542,Button of Nav Heading,Header/Frame 2147224759/Size=Tablet/Frame 2147224758/Button of Nav Heading,ON_HOVER,NODE,2531:6498,CHANGE_TO,SMART_ANIMATE,300.0,EASE_OUT,,,
🔵 Design System,2445:2780,"State=Default, Style=Unbox","Header/Button of Nav Heading/State=Default, Style=Unbox",(legacy),NAVIGATE,2445:2781,,,300.0,EASE_OUT,,,
🔵 Design System,2445:2780,"State=Default, Style=Unbox","Header/Button of Nav Heading/State=Default, Style=Unbox",ON_HOVER,NODE,2445:2781,CHANGE_TO,SMART_ANIMATE,300.0,EASE_OUT,,,
🔵 Design System,2445:2781,"State=Hover, Style=Unbox","Header/Button of Nav Heading/State=Hover, Style=Unbox",(legacy),NAVIGATE,2445:2821,,,300.0,EASE_OUT,,,
🔵 Design System,2445:2781,"State=Hover, Style=Unbox","Header/Button of Nav Heading/State=Hover, Style=Unbox",ON_CLICK,NODE,2445:2821,CHANGE_TO,SMART_ANIMATE,300.0,EASE_OUT,,,
🔵 Design System,2445:2821,"State=Press, Style=Unbox","Header/Button of Nav Heading/State=Press, Style=Unbox",ON_CLICK,NODE,,CHANGE_TO,SMART_ANIMATE,300.0,EASE_OUT,,,
🔵 Design System,2445:2821,"State=Press, Style=Unbox","Header/Button of Nav Heading/State=Press, Style=Unbox",AFTER_TIMEOUT(500.0ms),NODE,2445:2780,CHANGE_TO,SMART_ANIMATE,300.0,EASE_OUT,,,
🔵 Design System,2531:6496,"State=Default, Style=Box","Header/Button of Nav Heading/State=Default, Style=Box",(legacy),NAVIGATE,2531:6498,,,300.0,EASE_OUT,,,
🔵 Design System,2531:6496,"State=Default, Style=Box","Header/Button of Nav Heading/State=Default, Style=Box",ON_HOVER,NODE,2531:6498,CHANGE_TO,SMART_ANIMATE,300.0,EASE_OUT,,,
🔵 Design System,2531:6498,"State=Hover, Style=Box","Header/Button of Nav Heading/State=Hover, Style=Box",(legacy),NAVIGATE,2531:6500,,,300.0,EASE_OUT,,,
🔵 Design System,2531:6498,"State=Hover, Style=Box","Header/Button of Nav Heading/State=Hover, Style=Box",ON_CLICK,NODE,2531:6500,CHANGE_TO,SMART_ANIMATE,300.0,EASE_OUT,,,
🔵 Design System,2531:6500,"State=Press, Style=Box","Header/Button of Nav Heading/State=Press, Style=Box",(legacy),NAVIGATE,2531:6496,,,300.0,EASE_OUT,,,
🔵 Design System,2531:6500,"State=Press, Style=Box","Header/Button of Nav Heading/State=Press, Style=Box",AFTER_TIMEOUT(500.0ms),NODE,2531:6496,CHANGE_TO,SMART_ANIMATE,300.0,EASE_OUT,,,
🔵 Design System,I3139:11227;230:4040,List,Header/List (5 Rows)/List,(legacy),NAVIGATE,3139:10807,,,300.0,EASE_OUT,,,
🔵 Design System,I3139:11227;230:4040,List,Header/List (5 Rows)/List,ON_HOVER,NODE,3139:10807,CHANGE_TO,SMART_ANIMATE,300.0,EASE_OUT,,,
🔵 Design System,I3139:11227;230:4051,List,Header/List (5 Rows)/List,(legacy),NAVIGATE,3139:10807,,,300.0,EASE_OUT,,,
🔵 Design System,I3139:11227;230:4051,List,Header/List (5 Rows)/List,ON_HOVER,NODE,3139:10807,CHANGE_TO,SMART_ANIMATE,300.0,EASE_OUT,,,
🔵 Design System,I3139:11227;230:4062,List,Header/List (5 Rows)/List,(legacy),NAVIGATE,3139:10807,,,300.0,EASE_OUT,,,
🔵 Design System,I3139:11227;230:4062,List,Header/List (5 Rows)/List,ON_HOVER,NODE,3139:10807,CHANGE_TO,SMART_ANIMATE,300.0,EASE_OUT,,,
🔵 Design System,I3139:11227;230:4073,List,Header/List (5 Rows)/List,(legacy),NAVIGATE,3139:10807,,,300.0,EASE_OUT,,,
🔵 Design System,I3139:11227;230:4073,List,Header/List (5 Rows)/List,ON_HOVER,NODE,3139:10807,CHANGE_TO,SMART_ANIMATE,300.0,EASE_OUT,,,
🔵 Design System,I3139:11227;230:4084,List,Header/List (5 Rows)/List,(legacy),NAVIGATE,3139:10807,,,300.0,EASE_OUT,,,
🔵 Design System,I3139:11227;230:4084,List,Header/List (5 Rows)/List,ON_HOVER,NODE,3139:10807,CHANGE_TO,SMART_ANIMATE,300.0,EASE_OUT,,,
🔵 Design System,36:1315,Button,Icons/Button,(legacy),NAVIGATE,36:189,,,300.0,EASE_OUT,,,
🔵 Design System,36:1315,Button,Icons/Button,ON_HOVER,NODE,36:189,CHANGE_TO,SMART_ANIMATE,300.0,EASE_OUT,,,
🔵 Design System,36:1324,Button,Icons/Button,(legacy),NAVIGATE,36:189,,,300.0,EASE_OUT,,,
🔵 Design System,36:1324,Button,Icons/Button,ON_HOVER,NODE,36:189,CHANGE_TO,SMART_ANIMATE,300.0,EASE_OUT,,,
🔵 Design System,81:1225,"State=Default, Position=Off","Toggle/Toggle/State=Default, Position=Off",(legacy),NAVIGATE,81:1280,,,300.0,EASE_OUT,,,
🔵 Design System,81:1225,"State=Default, Position=Off","Toggle/Toggle/State=Default, Position=Off",ON_CLICK,NODE,81:1280,CHANGE_TO,SMART_ANIMATE,300.0,EASE_OUT,,,
🔵 Design System,81:1227,"State=Hover, Position=Off","Toggle/Toggle/State=Hover, Position=Off",(legacy),NAVIGATE,81:1282,,,300.0,EASE_OUT,,,
🔵 Design System,81:1227,"State=Hover, Position=Off","Toggle/Toggle/State=Hover, Position=Off",ON_CLICK,NODE,81:1282,CHANGE_TO,SMART_ANIMATE,300.0,EASE_OUT,,,
🔵 Design System,81:1228,"State=Focus, Position=Off","Toggle/Toggle/State=Focus, Position=Off",(legacy),NAVIGATE,81:1284,,,300.0,EASE_OUT,,,
🔵 Design System,81:1228,"State=Focus, Position=Off","Toggle/Toggle/State=Focus, Position=Off",ON_CLICK,NODE,81:1284,CHANGE_TO,SMART_ANIMATE,300.0,EASE_OUT,,,
🔵 Design System,81:1229,"State=Selected, Position=Off","Toggle/Toggle/State=Selected, Position=Off",(legacy),NAVIGATE,81:1286,,,300.0,EASE_OUT,,,
🔵 Design System,81:1229,"State=Selected, Position=Off","Toggle/Toggle/State=Selected, Position=Off",ON_CLICK,NODE,81:1286,CHANGE_TO,SMART_ANIMATE,300.0,EASE_OUT,,,
🔵 Design System,81:1233,Toggle,"Toggle/Toggle + Text/State=Default, Text Side=Left/Toggle",(legacy),NAVIGATE,81:1280,,,300.0,EASE_OUT,,,
🔵 Design System,81:1233,Toggle,"Toggle/Toggle + Text/State=Default, Text Side=Left/Toggle",ON_CLICK,NODE,81:1280,CHANGE_TO,SMART_ANIMATE,300.0,EASE_OUT,,,
🔵 Design System,81:1236,Toggle,"Toggle/Toggle + Text/State=Hover, Text Side=Left/Toggle",(legacy),NAVIGATE,81:1282,,,300.0,EASE_OUT,,,
🔵 Design System,81:1236,Toggle,"Toggle/Toggle + Text/State=Hover, Text Side=Left/Toggle",ON_CLICK,NODE,81:1282,CHANGE_TO,SMART_ANIMATE,300.0,EASE_OUT,,,
🔵 Design System,81:1239,Toggle,"Toggle/Toggle + Text/State=Focus, Text Side=Left/Toggle",(legacy),NAVIGATE,81:1284,,,300.0,EASE_OUT,,,
🔵 Design System,81:1239,Toggle,"Toggle/Toggle + Text/State=Focus, Text Side=Left/Toggle",ON_CLICK,NODE,81:1284,CHANGE_TO,SMART_ANIMATE,300.0,EASE_OUT,,,
🔵 Design System,81:1242,Toggle,"Toggle/Toggle + Text/State=Selected, Text Side=Left/Toggle",(legacy),NAVIGATE,81:1286,,,300.0,EASE_OUT,,,
🔵 Design System,81:1242,Toggle,"Toggle/Toggle + Text/State=Selected, Text Side=Left/Toggle",ON_CLICK,NODE,81:1286,CHANGE_TO,SMART_ANIMATE,300.0,EASE_OUT,,,
🔵 Design System,81:1249,Toggle,"Toggle/Toggle + Text/State=Default, Text Side=Right/Toggle",(legacy),NAVIGATE,81:1280,,,300.0,EASE_OUT,,,
🔵 Design System,81:1249,Toggle,"Toggle/Toggle + Text/State=Default, Text Side=Right/Toggle",ON_CLICK,NODE,81:1280,CHANGE_TO,SMART_ANIMATE,300.0,EASE_OUT,,,
🔵 Design System,81:1252,Toggle,"Toggle/Toggle + Text/State=Hover, Text Side=Right/Toggle",(legacy),NAVIGATE,81:1282,,,300.0,EASE_OUT,,,
🔵 Design System,81:1252,Toggle,"Toggle/Toggle + Text/State=Hover, Text Side=Right/Toggle",ON_CLICK,NODE,81:1282,CHANGE_TO,SMART_ANIMATE,300.0,EASE_OUT,,,
🔵 Design System,81:1255,Toggle,"Toggle/Toggle + Text/State=Focus, Text Side=Right/Toggle",(legacy),NAVIGATE,81:1284,,,300.0,EASE_OUT,,,
🔵 Design System,81:1255,Toggle,"Toggle/Toggle + Text/State=Focus, Text Side=Right/Toggle",ON_CLICK,NODE,81:1284,CHANGE_TO,SMART_ANIMATE,300.0,EASE_OUT,,,
🔵 Design System,81:1258,Toggle,"Toggle/Toggle + Text/State=Selected, Text Side=Right/Toggle",(legacy),NAVIGATE,81:1286,,,300.0,EASE_OUT,,,
🔵 Design System,81:1258,Toggle,"Toggle/Toggle + Text/State=Selected, Text Side=Right/Toggle",ON_CLICK,NODE,81:1286,CHANGE_TO,SMART_ANIMATE,300.0,EASE_OUT,,,
🔵 Design System,34:1085,"Size=Giant, State=Default, Content=Icons + Text, Style=Filled","Button/Button/Size=Giant, State=Default, Content=Icons + Text, Style=Filled",(legacy),NAVIGATE,36:184,,,300.0,EASE_OUT,,,
🔵 Design System,34:1085,"Size=Giant, State=Default, Content=Icons + Text, Style=Filled","Button/Button/Size=Giant, State=Default, Content=Icons + Text, Style=Filled",ON_HOVER,NODE,36:184,CHANGE_TO,SMART_ANIMATE,300.0,EASE_OUT,,,
🔵 Design System,36:184,"Size=Giant, State=Hover, Content=Icons + Text, Style=Filled","Button/Button/Size=Giant, State=Hover, Content=Icons + Text, Style=Filled",(legacy),NAVIGATE,36:543,,,300.0,EASE_OUT,,,
🔵 Design System,36:184,"Size=Giant, State=Hover, Content=Icons + Text, Style=Filled","Button/Button/Size=Giant, State=Hover, Content=Icons + Text, Style=Filled",ON_CLICK,NODE,36:543,CHANGE_TO,SMART_ANIMATE,300.0,EASE_OUT,,,
🔵 Design System,34:1241,"Size=Large, State=Default, Content=Icons + Text, Style=Filled","Button/Button/Size=Large, State=Default, Content=Icons + Text, Style=Filled",(legacy),NAVIGATE,36:189,,,300.0,EASE_OUT,,,
🔵 Design System,34:1241,"Size=Large, State=Default, Content=Icons + Text, Style=Filled","Button/Button/Size=Large, State=Default, Content=Icons + Text, Style=Filled",ON_HOVER,NODE,36:189,CHANGE_TO,SMART_ANIMATE,300.0,EASE_OUT,,,
🔵 Design System,36:189,"Size=Large, State=Hover, Content=Icons + Text, Style=Filled","Button/Button/Size=Large, State=Hover, Content=Icons + Text, Style=Filled",(legacy),NAVIGATE,36:548,,,300.0,EASE_OUT,,,
🔵 Design System,36:189,"Size=Large, State=Hover, Content=Icons + Text, Style=Filled","Button/Button/Size=Large, State=Hover, Content=Icons + Text, Style=Filled",ON_CLICK,NODE,36:548,CHANGE_TO,SMART_ANIMATE,300.0,EASE_OUT,,,
🔵 Design System,34:1255,"Size=Medium, State=Default, Content=Icons + Text, Style=Filled","Button/Button/Size=Medium, State=Default, Content=Icons + Text, Style=Filled",(legacy),NAVIGATE,36:194,,,300.0,EASE_OUT,,,
🔵 Design System,34:1255,"Size=Medium, State=Default, Content=Icons + Text, Style=Filled","Button/Button/Size=Medium, State=Default, Content=Icons + Text, Style=Filled",ON_HOVER,NODE,36:194,CHANGE_TO,SMART_ANIMATE,300.0,EASE_OUT,,,
🔵 Design System,36:194,"Size=Medium, State=Hover, Content=Icons + Text, Style=Filled","Button/Button/Size=Medium, State=Hover, Content=Icons + Text, Style=Filled",(legacy),NAVIGATE,36:553,,,300.0,EASE_OUT,,,
🔵 Design System,36:194,"Size=Medium, State=Hover, Content=Icons + Text, Style=Filled","Button/Button/Size=Medium, State=Hover, Content=Icons + Text, Style=Filled",ON_CLICK,NODE,36:553,CHANGE_TO,SMART_ANIMATE,300.0,EASE_OUT,,,
🔵 Design System,34:1269,"Size=Small, State=Default, Content=Icons + Text, Style=Filled","Button/Button/Size=Small, State=Default, Content=Icons + Text, Style=Filled",(legacy),NAVIGATE,36:199,,,300.0,EASE_OUT,,,
🔵 Design System,34:1269,"Size=Small, State=Default, Content=Icons + Text, Style=Filled","Button/Button/Size=Small, State=Default, Content=Icons + Text, Style=Filled",ON_HOVER,NODE,36:199,CHANGE_TO,SMART_ANIMATE,300.0,EASE_OUT,,,
🔵 Design System,36:199,"Size=Small, State=Hover, Content=Icons + Text, Style=Filled","Button/Button/Size=Small, State=Hover, Content=Icons + Text, Style=Filled",(legacy),NAVIGATE,36:558,,,300.0,EASE_OUT,,,
🔵 Design System,36:199,"Size=Small, State=Hover, Content=Icons + Text, Style=Filled","Button/Button/Size=Small, State=Hover, Content=Icons + Text, Style=Filled",ON_CLICK,NODE,36:558,CHANGE_TO,SMART_ANIMATE,300.0,EASE_OUT,,,
🔵 Design System,34:1283,"Size=Tiny, State=Default, Content=Icons + Text, Style=Filled","Button/Button/Size=Tiny, State=Default, Content=Icons + Text, Style=Filled",(legacy),NAVIGATE,36:204,,,500.0,EASE_OUT,,,
🔵 Design System,34:1283,"Size=Tiny, State=Default, Content=Icons + Text, Style=Filled","Button/Button/Size=Tiny, State=Default, Content=Icons + Text, Style=Filled",ON_HOVER,NODE,36:204,CHANGE_TO,SMART_ANIMATE,500.0,EASE_OUT,,,
🔵 Design System,36:204,"Size=Tiny, State=Hover, Content=Icons + Text, Style=Filled","Button/Button/Size=Tiny, State=Hover, Content=Icons + Text, Style=Filled",(legacy),NAVIGATE,36:563,,,500.0,EASE_OUT,,,
🔵 Design System,36:204,"Size=Tiny, State=Hover, Content=Icons + Text, Style=Filled","Button/Button/Size=Tiny, State=Hover, Content=Icons + Text, Style=Filled",ON_CLICK,NODE,36:563,CHANGE_TO,SMART_ANIMATE,500.0,EASE_OUT,,,
🔵 Design System,36:543,"Size=Giant, State=Press, Content=Icons + Text, Style=Filled","Button/Button/Size=Giant, State=Press, Content=Icons + Text, Style=Filled",(legacy),NAVIGATE,34:1085,,,500.0,EASE_OUT,,,
🔵 Design System,36:543,"Size=Giant, State=Press, Content=Icons + Text, Style=Filled","Button/Button/Size=Giant, State=Press, Content=Icons + Text, Style=Filled",AFTER_TIMEOUT(500.0ms),NODE,34:1085,CHANGE_TO,SMART_ANIMATE,500.0,EASE_OUT,,,
🔵 Design System,36:548,"Size=Large, State=Press, Content=Icons + Text, Style=Filled","Button/Button/Size=Large, State=Press, Content=Icons + Text, Style=Filled",(legacy),NAVIGATE,34:1241,,,500.0,EASE_OUT,,,
🔵 Design System,36:548,"Size=Large, State=Press, Content=Icons + Text, Style=Filled","Button/Button/Size=Large, State=Press, Content=Icons + Text, Style=Filled",AFTER_TIMEOUT(500.0ms),NODE,34:1241,CHANGE_TO,SMART_ANIMATE,500.0,EASE_OUT,,,
🔵 Design System,36:553,"Size=Medium, State=Press, Content=Icons + Text, Style=Filled","Button/Button/Size=Medium, State=Press, Content=Icons + Text, Style=Filled",(legacy),NAVIGATE,34:1255,,,500.0,EASE_OUT,,,
🔵 Design System,36:553,"Size=Medium, State=Press, Content=Icons + Text, Style=Filled","Button/Button/Size=Medium, State=Press, Content=Icons + Text, Style=Filled",AFTER_TIMEOUT(500.0ms),NODE,34:1255,CHANGE_TO,SMART_ANIMATE,500.0,EASE_OUT,,,
🔵 Design System,36:558,"Size=Small, State=Press, Content=Icons + Text, Style=Filled","Button/Button/Size=Small, State=Press, Content=Icons + Text, Style=Filled",(legacy),NAVIGATE,34:1269,,,500.0,EASE_OUT,,,
🔵 Design System,36:558,"Size=Small, State=Press, Content=Icons + Text, Style=Filled","Button/Button/Size=Small, State=Press, Content=Icons + Text, Style=Filled",AFTER_TIMEOUT(500.0ms),NODE,34:1269,CHANGE_TO,SMART_ANIMATE,500.0,EASE_OUT,,,
🔵 Design System,36:563,"Size=Tiny, State=Press, Content=Icons + Text, Style=Filled","Button/Button/Size=Tiny, State=Press, Content=Icons + Text, Style=Filled",(legacy),NAVIGATE,34:1283,,,500.0,EASE_OUT,,,
🔵 Design System,36:563,"Size=Tiny, State=Press, Content=Icons + Text, Style=Filled","Button/Button/Size=Tiny, State=Press, Content=Icons + Text, Style=Filled",AFTER_TIMEOUT(500.0ms),NODE,34:1283,CHANGE_TO,SMART_ANIMATE,500.0,EASE_OUT,,,
🔵 Design System,36:688,"Size=Giant, State=Default, Content=Icons + Text, Style=Outline","Button/Button/Size=Giant, State=Default, Content=Icons + Text, Style=Outline",(legacy),NAVIGATE,36:766,,,300.0,EASE_OUT,,,
🔵 Design System,36:688,"Size=Giant, State=Default, Content=Icons + Text, Style=Outline","Button/Button/Size=Giant, State=Default, Content=Icons + Text, Style=Outline",ON_HOVER,NODE,36:766,CHANGE_TO,SMART_ANIMATE,300.0,EASE_OUT,,,
🔵 Design System,36:693,"Size=Large, State=Default, Content=Icons + Text, Style=Outline","Button/Button/Size=Large, State=Default, Content=Icons + Text, Style=Outline",(legacy),NAVIGATE,36:771,,,300.0,EASE_OUT,,,
🔵 Design System,36:693,"Size=Large, State=Default, Content=Icons + Text, Style=Outline","Button/Button/Size=Large, State=Default, Content=Icons + Text, Style=Outline",ON_HOVER,NODE,36:771,CHANGE_TO,SMART_ANIMATE,300.0,EASE_OUT,,,
🔵 Design System,36:698,"Size=Medium, State=Default, Content=Icons + Text, Style=Outline","Button/Button/Size=Medium, State=Default, Content=Icons + Text, Style=Outline",(legacy),NAVIGATE,36:776,,,300.0,EASE_OUT,,,
🔵 Design System,36:698,"Size=Medium, State=Default, Content=Icons + Text, Style=Outline","Button/Button/Size=Medium, State=Default, Content=Icons + Text, Style=Outline",ON_HOVER,NODE,36:776,CHANGE_TO,SMART_ANIMATE,300.0,EASE_OUT,,,
🔵 Design System,36:703,"Size=Small, State=Default, Content=Icons + Text, Style=Outline","Button/Button/Size=Small, State=Default, Content=Icons + Text, Style=Outline",(legacy),NAVIGATE,36:781,,,300.0,EASE_OUT,,,
🔵 Design System,36:703,"Size=Small, State=Default, Content=Icons + Text, Style=Outline","Button/Button/Size=Small, State=Default, Content=Icons + Text, Style=Outline",ON_HOVER,NODE,36:781,CHANGE_TO,SMART_ANIMATE,300.0,EASE_OUT,,,
🔵 Design System,36:708,"Size=Tiny, State=Default, Content=Icons + Text, Style=Outline","Button/Button/Size=Tiny, State=Default, Content=Icons + Text, Style=Outline",(legacy),NAVIGATE,36:786,,,300.0,EASE_OUT,,,
🔵 Design System,36:708,"Size=Tiny, State=Default, Content=Icons + Text, Style=Outline","Button/Button/Size=Tiny, State=Default, Content=Icons + Text, Style=Outline",ON_HOVER,NODE,36:786,CHANGE_TO,SMART_ANIMATE,300.0,EASE_OUT,,,
🔵 Design System,36:766,"Size=Giant, State=Hover, Content=Icons + Text, Style=Outline","Button/Button/Size=Giant, State=Hover, Content=Icons + Text, Style=Outline",(legacy),NAVIGATE,36:881,,,300.0,EASE_OUT,,,
🔵 Design System,36:766,"Size=Giant, State=Hover, Content=Icons + Text, Style=Outline","Button/Button/Size=Giant, State=Hover, Content=Icons + Text, Style=Outline",ON_CLICK,NODE,36:881,CHANGE_TO,SMART_ANIMATE,300.0,EASE_OUT,,,
🔵 Design System,36:771,"Size=Large, State=Hover, Content=Icons + Text, Style=Outline","Button/Button/Size=Large, State=Hover, Content=Icons + Text, Style=Outline",(legacy),NAVIGATE,36:886,,,300.0,EASE_OUT,,,
🔵 Design System,36:771,"Size=Large, State=Hover, Content=Icons + Text, Style=Outline","Button/Button/Size=Large, State=Hover, Content=Icons + Text, Style=Outline",ON_CLICK,NODE,36:886,CHANGE_TO,SMART_ANIMATE,300.0,EASE_OUT,,,
🔵 Design System,36:776,"Size=Medium, State=Hover, Content=Icons + Text, Style=Outline","Button/Button/Size=Medium, State=Hover, Content=Icons + Text, Style=Outline",(legacy),NAVIGATE,36:891,,,300.0,EASE_OUT,,,
🔵 Design System,36:776,"Size=Medium, State=Hover, Content=Icons + Text, Style=Outline","Button/Button/Size=Medium, State=Hover, Content=Icons + Text, Style=Outline",ON_CLICK,NODE,36:891,CHANGE_TO,SMART_ANIMATE,300.0,EASE_OUT,,,
🔵 Design System,36:781,"Size=Small, State=Hover, Content=Icons + Text, Style=Outline","Button/Button/Size=Small, State=Hover, Content=Icons + Text, Style=Outline",(legacy),NAVIGATE,36:896,,,300.0,EASE_OUT,,,
🔵 Design System,36:781,"Size=Small, State=Hover, Content=Icons + Text, Style=Outline","Button/Button/Size=Small, State=Hover, Content=Icons + Text, Style=Outline",ON_CLICK,NODE,36:896,CHANGE_TO,SMART_ANIMATE,300.0,EASE_OUT,,,
🔵 Design System,36:786,"Size=Tiny, State=Hover, Content=Icons + Text, Style=Outline","Button/Button/Size=Tiny, State=Hover, Content=Icons + Text, Style=Outline",(legacy),NAVIGATE,36:901,,,300.0,EASE_OUT,,,
🔵 Design System,36:786,"Size=Tiny, State=Hover, Content=Icons + Text, Style=Outline","Button/Button/Size=Tiny, State=Hover, Content=Icons + Text, Style=Outline",ON_CLICK,NODE,36:901,CHANGE_TO,SMART_ANIMATE,300.0,EASE_OUT,,,
🔵 Design System,36:881,"Size=Giant, State=Press, Content=Icons + Text, Style=Outline","Button/Button/Size=Giant, State=Press, Content=Icons + Text, Style=Outline",(legacy),NAVIGATE,36:688,,,300.0,EASE_OUT,,,
🔵 Design System,36:881,"Size=Giant, State=Press, Content=Icons + Text, Style=Outline","Button/Button/Size=Giant, State=Press, Content=Icons + Text, Style=Outline",AFTER_TIMEOUT(500.0ms),NODE,36:688,CHANGE_TO,SMART_ANIMATE,300.0,EASE_OUT,,,
🔵 Design System,36:886,"Size=Large, State=Press, Content=Icons + Text, Style=Outline","Button/Button/Size=Large, State=Press, Content=Icons + Text, Style=Outline",(legacy),NAVIGATE,36:693,,,300.0,EASE_OUT,,,
🔵 Design System,36:886,"Size=Large, State=Press, Content=Icons + Text, Style=Outline","Button/Button/Size=Large, State=Press, Content=Icons + Text, Style=Outline",AFTER_TIMEOUT(500.0ms),NODE,36:693,CHANGE_TO,SMART_ANIMATE,300.0,EASE_OUT,,,
🔵 Design System,36:891,"Size=Medium, State=Press, Content=Icons + Text, Style=Outline","Button/Button/Size=Medium, State=Press, Content=Icons + Text, Style=Outline",(legacy),NAVIGATE,36:698,,,300.0,EASE_OUT,,,
🔵 Design System,36:891,"Size=Medium, State=Press, Content=Icons + Text, Style=Outline","Button/Button/Size=Medium, State=Press, Content=Icons + Text, Style=Outline",AFTER_TIMEOUT(500.0ms),NODE,36:698,CHANGE_TO,SMART_ANIMATE,300.0,EASE_OUT,,,
🔵 Design System,36:896,"Size=Small, State=Press, Content=Icons + Text, Style=Outline","Button/Button/Size=Small, State=Press, Content=Icons + Text, Style=Outline",(legacy),NAVIGATE,36:703,,,300.0,EASE_OUT,,,
🔵 Design System,36:896,"Size=Small, State=Press, Content=Icons + Text, Style=Outline","Button/Button/Size=Small, State=Press, Content=Icons + Text, Style=Outline",AFTER_TIMEOUT(500.0ms),NODE,36:703,CHANGE_TO,SMART_ANIMATE,300.0,EASE_OUT,,,
🔵 Design System,36:901,"Size=Tiny, State=Press, Content=Icons + Text, Style=Outline","Button/Button/Size=Tiny, State=Press, Content=Icons + Text, Style=Outline",(legacy),NAVIGATE,36:708,,,300.0,EASE_OUT,,,
🔵 Design System,36:901,"Size=Tiny, State=Press, Content=Icons + Text, Style=Outline","Button/Button/Size=Tiny, State=Press, Content=Icons + Text, Style=Outline",AFTER_TIMEOUT(500.0ms),NODE,36:708,CHANGE_TO,SMART_ANIMATE,300.0,EASE_OUT,,,
🔵 Design System,2769:5951,"Type=TV, State=Default","Button/Device Icon/Type=TV, State=Default",(legacy),NAVIGATE,2769:5948,,,300.0,EASE_OUT,,,
🔵 Design System,2769:5951,"Type=TV, State=Default","Button/Device Icon/Type=TV, State=Default",ON_HOVER,NODE,2769:5948,CHANGE_TO,SMART_ANIMATE,300.0,EASE_OUT,,,
🔵 Design System,2769:5948,"Type=TV, State=Hover","Button/Device Icon/Type=TV, State=Hover",ON_CLICK,,,,,,,,,
🔵 Design System,2769:5950,"Type=laptop, State=Default","Button/Device Icon/Type=laptop, State=Default",(legacy),NAVIGATE,2769:5947,,,300.0,EASE_OUT,,,
🔵 Design System,2769:5950,"Type=laptop, State=Default","Button/Device Icon/Type=laptop, State=Default",ON_HOVER,NODE,2769:5947,CHANGE_TO,SMART_ANIMATE,300.0,EASE_OUT,,,
🔵 Design System,2769:5947,"Type=laptop, State=Hover","Button/Device Icon/Type=laptop, State=Hover",ON_CLICK,,,,,,,,,
🔵 Design System,2769:5946,"Type=smartphone, State=Hover","Button/Device Icon/Type=smartphone, State=Hover",ON_CLICK,,,,,,,,,
🔵 Design System,2769:5949,"Type=smartphone, State=Default","Button/Device Icon/Type=smartphone, State=Default",(legacy),NAVIGATE,2769:5946,,,300.0,EASE_OUT,,,
🔵 Design System,2769:5949,"Type=smartphone, State=Default","Button/Device Icon/Type=smartphone, State=Default",ON_HOVER,NODE,2769:5946,CHANGE_TO,SMART_ANIMATE,300.0,EASE_OUT,,,
